,location,total_sqft,bath,price,bhk,encoded_loc
5576,Singasandra,1375.0,2,58.0,2,215
5577,Uttarahalli,1125.0,2,48.0,2,230
5578,Banashankari,720.0,1,60.0,1,30
5579,7th Phase JP Nagar,1460.0,2,100.0,3,8
5580,others,1107.0,2,40.0,2,245
5581,others,1158.0,2,75.0,2,245
5582,Yelachenahalli,800.0,1,30.0,2,240
5583,Bhoganhalli,1760.0,3,128.0,3,47
5584,others,3200.0,4,200.0,4,245
5585,TC Palaya,1350.0,3,60.0,3,221
5586,others,1125.0,2,32.49,2,245
5587,Frazer Town,1706.0,3,154.0,3,82
5588,BTM Layout,1600.0,3,112.0,3,27
5589,others,1200.0,2,90.0,2,245
5590,Whitefield,1755.0,3,101.0,3,239
5591,Hulimavu,1200.0,2,50.0,2,112
5592,BEML Layout,1200.0,2,67.0,2,24
5593,others,1266.67,2,69.0,2,245
5594,others,1300.0,3,64.0,3,245
5595,Mysore Road,1029.5,2,50.855,2,176
5596,Raja Rajeshwari Nagar,1128.0,2,40.0,2,198
5597,others,2000.0,2,160.0,2,245
5598,Panathur,1210.0,2,80.0,2,192
5599,Raja Rajeshwari Nagar,1151.0,2,39.0,2,198
5600,Electronic City,1017.0,2,27.0,2,79
5601,Sarjapur  Road,920.0,2,40.0,2,208
5602,Munnekollal,1750.0,3,86.5,3,174
5603,Dasanapura,1163.0,2,65.0,2,68
5604,others,1800.0,3,95.0,3,245
5605,CV Raman Nagar,1100.0,2,58.0,2,57
5606,R.T. Nagar,1200.0,2,60.0,2,196
5607,Ganga Nagar,1410.0,3,65.0,3,84
5608,Begur Road,1933.0,3,98.0,3,43
5609,Begur Road,1200.0,2,45.6,2,43
5610,Whitefield,1608.0,2,63.0,3,239
5611,others,2679.0,5,280.0,4,245
5612,Horamavu Banaswadi,1156.0,2,46.9,2,106
5613,others,1230.0,2,75.0,2,245
5614,Kasavanhalli,770.0,1,43.82,1,139
5615,Ardendale,1777.26,3,105.0,3,21
5616,Kanakpura Road,1339.0,2,85.0,2,136
5617,Sarjapur  Road,3044.0,3,183.0,3,208
5618,others,1080.0,2,44.8,2,245
5619,others,2400.0,2,135.0,2,245
5620,Hulimavu,1450.0,3,72.0,3,112
5621,Kothanur,1075.0,2,53.0,2,155
5622,Sarjapur  Road,1163.0,2,62.0,3,208
5623,Marathahalli,3090.0,4,325.0,4,170
5624,Hebbal,1299.0,2,100.0,2,99
5625,HRBR Layout,1170.0,2,75.0,2,95
5626,JP Nagar,2195.0,2,152.0,3,117
5627,Yelahanka,2600.0,4,175.0,4,241
5628,KR Puram,1140.0,2,43.32,2,123
5629,Kanakpura Road,1900.0,3,125.0,3,136
5630,Electronic City,1110.0,2,39.95,2,79
5631,HBR Layout,1089.0,2,60.0,2,94
5632,others,880.0,2,48.0,2,245
5633,Kereguddadahalli,1080.0,2,32.0,2,146
5634,Thanisandra,1093.0,2,68.1,2,223
5635,Banashankari Stage III,1480.0,3,75.48,3,32
5636,Hegde Nagar,1703.0,3,125.0,3,101
5637,Hebbal,1200.0,2,60.0,2,99
5638,Marathahalli,1690.0,3,116.0,3,170
5639,Yelahanka,1305.0,2,78.0,2,241
5640,Talaghattapura,1257.0,2,40.22,3,222
5641,others,1150.0,2,45.0,2,245
5642,others,1194.0,2,55.0,2,245
5643,others,2000.0,3,90.0,3,245
5644,Anekal,1500.0,4,99.0,3,19
5645,others,1025.0,2,42.5,2,245
5646,Horamavu Agara,980.0,2,38.19,2,105
5647,Hosakerehalli,1200.0,2,100.0,3,109
5648,Whitefield,2225.0,3,149.0,3,239
5649,others,1022.0,2,57.0,2,245
5650,others,1153.0,2,45.0,2,245
5651,Pai Layout,1175.0,2,60.0,2,191
5652,Vidyaranyapura,1560.0,3,68.0,3,234
5653,Yelahanka New Town,650.0,1,17.0,1,242
5654,Billekahalli,1350.0,3,55.0,2,48
5655,others,1200.0,2,76.0,2,245
5656,others,1200.0,1,54.0,2,245
5657,Chandapura,800.0,2,25.0,2,59
5658,Electronic City,2093.0,4,104.0,4,79
5659,Bannerghatta Road,1275.0,2,73.0,2,38
5660,Begur Road,1215.0,2,43.13,2,43
5661,Begur Road,1444.0,2,71.5,3,43
5662,others,950.0,2,38.0,2,245
5663,Padmanabhanagar,1000.0,1,90.0,2,190
5664,Banashankari Stage II,1240.0,2,59.52,3,31
5665,Hennur,1231.0,2,50.0,2,102
5666,Benson Town,1300.0,2,120.0,2,45
5667,Yeshwanthpur,1713.0,3,110.0,3,244
5668,Sarjapur  Road,3004.0,4,158.0,3,208
5669,Sonnenahalli,1310.0,2,46.0,3,218
5670,Jalahalli,790.0,2,49.5,2,119
5671,others,1605.0,3,100.0,3,245
5672,Whitefield,1250.0,2,82.0,2,239
5673,Subramanyapura,1260.0,2,76.0,3,219
5674,Rajaji Nagar,1615.0,3,175.0,3,199
5675,Yelahanka,1180.0,2,56.0,2,241
5676,Uttarahalli,1255.0,2,50.19,3,230
5677,Electronic City,1025.0,2,53.9,2,79
5678,Sarjapur  Road,1877.0,4,150.0,3,208
5679,Lakshminarayana Pura,1649.0,3,150.0,3,162
5680,Hennur,2500.0,5,125.0,5,102
5681,others,1542.0,3,98.0,3,245
5682,others,1012.0,2,42.0,2,245
5683,Chandapura,1200.0,2,65.0,2,59
5684,Sarjapur  Road,1115.0,2,43.0,2,208
5685,Green Glen Layout,1680.0,4,95.0,3,89
5686,Old Madras Road,1171.0,2,72.0,2,189
5687,Tumkur Road,1027.0,2,68.62,2,228
5688,Shampura,1700.0,3,75.0,3,213
5689,Kanakapura,1090.0,2,38.15,2,135
5690,Hennur Road,1232.0,2,74.0,2,103
5691,Anekal,766.0,2,28.0,2,19
5692,Kanakpura Road,525.0,1,27.0,1,136
5693,Hosa Road,1576.0,3,109.0,3,108
5694,JP Nagar,1452.0,2,41.0,3,117
5695,Choodasandra,1254.0,2,65.0,3,64
5696,others,3600.0,5,110.0,5,245
5697,Kanakpura Road,1593.0,3,118.0,3,136
5698,others,1333.0,2,77.27,2,245
5699,others,1100.0,3,110.0,3,245
5700,Raja Rajeshwari Nagar,1375.0,2,54.99,3,198
5701,Ardendale,1650.0,3,82.0,3,21
5702,Thanisandra,1430.0,2,51.48,3,223
5703,Electronic City,940.0,2,54.0,2,79
5704,Electronic City,435.0,1,21.0,1,79
5705,Begur Road,1160.0,2,36.54,2,43
5706,Electronic City,1500.0,2,77.5,3,79
5707,Koramangala,1890.0,2,100.0,3,153
5708,others,1050.0,2,70.0,2,245
5709,Haralur Road,1027.0,2,43.0,2,97
5710,Whitefield,1495.0,2,61.28,3,239
5711,Seegehalli,3000.0,4,235.0,3,212
5712,Tumkur Road,1459.0,2,95.0,3,228
5713,Yelahanka,1711.0,3,85.61,3,241
5714,Hoodi,1250.0,2,98.0,2,104
5715,Anandapura,875.0,2,57.0,2,17
5716,Ramamurthy Nagar,1334.0,2,67.0,2,202
5717,others,1140.0,2,32.92,2,245
5718,Rajaji Nagar,1776.0,3,190.0,3,199
5719,Thigalarapalya,2072.0,4,160.0,3,224
5720,Kundalahalli,1600.0,3,170.0,3,159
5721,Kengeri Satellite Town,920.0,2,39.0,2,145
5722,Chandapura,778.0,2,25.29,2,59
5723,Nagasandra,1310.0,3,95.0,4,182
5724,Electronic City,1631.0,3,80.0,3,79
5725,Kanakpura Road,525.0,1,27.5,1,136
5726,Jalahalli,1395.0,3,82.0,3,119
5727,others,2000.0,3,105.0,3,245
5728,Hennur Road,1232.0,2,66.0,2,103
5729,others,1075.0,2,55.0,2,245
5730,Gubbalala,1205.0,2,70.0,2,90
5731,Rayasandra,1179.0,2,55.0,3,203
5732,Kodigehaali,1013.0,2,51.0,2,148
5733,Uttarahalli,1160.0,2,40.6,2,230
5734,7th Phase JP Nagar,1200.0,2,62.5,2,8
5735,others,1200.0,3,99.0,3,245
5736,Marathahalli,1065.0,2,55.0,2,170
5737,Lakshminarayana Pura,1395.0,2,75.0,2,162
5738,Hebbal Kempapura,1725.0,2,165.0,3,100
5739,others,1007.0,2,43.0,2,245
5740,Kengeri,1436.0,2,55.0,3,144
5741,others,4250.0,6,150.0,6,245
5742,Kengeri,1200.0,2,58.0,2,144
5743,Mysore Road,940.0,2,43.61,2,176
5744,KR Puram,4300.0,6,175.0,6,123
5745,Indira Nagar,1740.0,3,191.0,3,116
5746,Dodda Nekkundi,1829.0,3,125.0,3,71
5747,Whitefield,1800.0,4,178.0,4,239
5748,others,1000.0,2,60.0,2,245
5749,others,5720.0,3,350.0,3,245
5750,others,675.0,1,15.0,2,245
5751,Hebbal,1390.0,2,95.0,2,99
5752,Lakshminarayana Pura,1500.0,3,104.0,3,162
5753,Vijayanagar,2047.0,3,136.0,3,235
5754,Jakkur,1202.0,2,79.0,2,118
5755,others,1012.0,2,59.0,2,245
5756,Gunjur,2132.0,3,80.0,3,91
5757,Whitefield,605.0,1,40.0,1,239
5758,Harlur,1331.0,2,88.0,2,98
5759,Margondanahalli,1200.0,2,69.0,2,171
5760,others,1280.0,2,49.0,3,245
5761,Balagere,1007.0,2,62.0,2,29
5762,Thanisandra,1370.0,2,61.0,3,223
5763,Kalkere,925.0,2,35.0,2,130
5764,TC Palaya,1500.0,2,75.0,2,221
5765,Attibele,450.0,1,12.5,1,23
5766,Hennur Road,1341.0,2,95.0,2,103
5767,others,1350.0,2,47.25,3,245
5768,Tumkur Road,992.0,2,60.0,2,228
5769,Uttarahalli,1163.0,2,68.0,2,230
5770,Sarjapur  Road,1229.0,2,70.0,2,208
5771,others,600.0,2,39.0,2,245
5772,Electronic City Phase II,1219.0,2,61.26,2,80
5773,Raja Rajeshwari Nagar,1525.0,2,99.13,3,198
5774,Kasavanhalli,1147.0,2,60.0,2,139
5775,Akshaya Nagar,1412.0,2,88.0,3,13
5776,Sarjapur  Road,1044.0,2,34.77,2,208
5777,Nagarbhavi,1190.0,2,63.0,2,181
5778,others,1240.0,2,65.0,3,245
5779,Jigani,1352.0,3,65.0,3,121
5780,others,1100.0,2,55.0,2,245
5781,Uttarahalli,1330.0,2,39.9,3,230
5782,others,1700.0,3,111.0,3,245
5783,Electronic City,1355.0,2,67.0,2,79
5784,Ramamurthy Nagar,1200.0,2,46.0,2,202
5785,Kengeri,400.0,2,25.0,1,144
5786,Sarjapur  Road,1342.0,2,70.0,2,208
5787,Begur Road,1615.0,3,50.87,3,43
5788,others,1340.0,2,65.0,2,245
5789,Devanahalli,1080.0,2,52.0,2,70
5790,others,1600.0,2,31.0,2,245
5791,Electronic City,1200.0,2,34.0,2,79
5792,Hennur Road,2700.0,3,150.0,3,103
5793,others,1780.0,3,110.0,3,245
5794,Amruthahalli,1605.0,3,65.0,3,16
5795,Kammanahalli,1200.0,2,80.0,2,133
5796,Margondanahalli,900.0,2,49.0,2,171
5797,Sarjapur,1830.0,3,88.0,3,207
5798,others,1800.0,4,68.0,5,245
5799,Chandapura,1230.0,2,31.37,3,59
5800,Uttarahalli,1065.0,2,42.59,2,230
5801,others,900.0,2,65.0,3,245
5802,others,946.0,2,45.0,2,245
5803,Laggere,1500.0,1,60.0,1,161
5804,Sarjapur  Road,1711.0,3,110.0,3,208
5805,Chandapura,950.0,2,25.65,2,59
5806,Kudlu Gate,1656.0,3,80.0,3,157
5807,Uttarahalli,1075.0,2,46.76,2,230
5808,Harlur,1752.12,3,133.0,3,98
5809,others,1540.0,3,85.0,3,245
5810,LB Shastri Nagar,665.0,1,32.0,1,160
5811,Sector 2 HSR Layout,1665.0,3,110.0,3,210
5812,Electronics City Phase 1,1145.0,2,54.0,2,81
5813,Whitefield,1185.0,2,41.0,2,239
5814,Marathahalli,1693.0,3,125.0,3,170
5815,others,2456.0,3,220.0,3,245
5816,Uttarahalli,1155.0,2,40.6,2,230
5817,others,1610.0,2,64.4,3,245
5818,Whitefield,1200.0,3,56.58,3,239
5819,EPIP Zone,1709.0,3,80.0,3,78
5820,Gottigere,1400.0,2,50.0,3,88
5821,KR Puram,1200.0,2,42.0,2,123
5822,others,1439.0,3,57.23,3,245
5823,Kasavanhalli,1375.0,2,72.0,2,139
5824,Vijayanagar,1200.0,2,75.0,3,235
5825,Yelahanka,1315.0,2,75.0,2,241
5826,Dommasandra,1500.0,2,40.0,2,77
5827,Yelahanka,3600.0,6,200.0,6,241
5828,Vijayanagar,1178.0,2,82.0,2,235
5829,Bannerghatta Road,1430.0,3,59.0,3,38
5830,Mahadevpura,1400.0,2,65.8,3,165
5831,Thanisandra,1093.0,2,72.0,2,223
5832,Horamavu Banaswadi,1200.0,2,45.0,2,106
5833,Magadi Road,5000.0,6,360.0,5,164
5834,1st Block Jayanagar,1200.0,2,130.0,3,1
5835,Whitefield,2210.0,3,156.0,3,239
5836,Uttarahalli,1150.0,2,70.0,2,230
5837,others,1435.0,2,60.0,3,245
5838,Whitefield,1173.0,2,78.2,2,239
5839,Thanisandra,1140.0,2,39.0,2,223
5840,others,1717.0,3,120.0,3,245
5841,Mallasandra,1325.0,2,65.0,2,167
5842,Hoodi,1370.0,3,67.0,3,104
5843,Electronics City Phase 1,1025.0,2,90.0,2,81
5844,others,1409.0,2,62.0,3,245
5845,Bellandur,1200.0,2,52.0,2,44
5846,Thanisandra,1200.0,2,53.5,2,223
5847,Whitefield,1740.0,4,130.0,3,239
5848,Hennur Road,1232.0,2,88.0,2,103
5849,Chandapura,1200.0,2,36.0,2,59
5850,Whitefield,5924.0,4,625.0,4,239
5851,others,1250.0,2,50.0,2,245
5852,Bommanahalli,2100.0,4,85.0,4,51
5853,5th Phase JP Nagar,552.0,1,23.5,1,6
5854,Uttarahalli,1065.0,2,42.59,3,230
5855,others,1225.0,2,65.0,2,245
5856,others,650.0,1,16.0,1,245
5857,Padmanabhanagar,1067.0,2,52.0,2,190
5858,Sarjapur,1364.0,2,56.0,3,207
5859,others,1750.0,3,75.0,3,245
5860,Bannerghatta Road,1240.0,2,71.0,2,38
5861,Hulimavu,1200.0,2,75.0,2,112
5862,Kaggadasapura,1540.0,3,75.0,3,126
5863,others,1504.0,2,102.0,3,245
5864,others,1116.0,2,49.8,2,245
5865,Hennur Road,2365.0,4,175.0,3,103
5866,Sarjapura - Attibele Road,1308.0,2,37.0,2,209
5867,Vijayanagar,864.0,2,45.0,2,235
5868,Hoskote,1069.0,2,38.0,3,110
5869,Hebbal,1333.0,2,100.0,2,99
5870,others,1800.0,4,145.0,4,245
5871,Devanahalli,6136.0,4,550.0,4,70
5872,Thanisandra,1698.0,3,107.0,3,223
5873,JP Nagar,1275.0,2,43.6,3,117
5874,Raja Rajeshwari Nagar,1060.0,2,48.0,2,198
5875,Hennur,1160.0,2,49.0,2,102
5876,Sarjapur  Road,1484.0,2,65.0,3,208
5877,Hennur Road,1310.0,2,66.0,2,103
5878,others,3000.0,4,240.0,4,245
5879,Varthur,2145.0,3,165.0,3,231
5880,Jigani,1230.0,3,60.0,3,121
5881,Bommasandra Industrial Area,1310.0,2,37.83,3,53
5882,others,1150.0,2,60.0,2,245
5883,Munnekollal,1385.0,2,66.5,3,174
5884,Tumkur Road,1066.0,2,52.5,2,228
5885,Thanisandra,2293.0,3,80.26,3,223
5886,others,1625.0,3,92.0,3,245
5887,others,2400.0,4,250.0,4,245
5888,Raja Rajeshwari Nagar,3900.0,6,195.0,6,198
5889,7th Phase JP Nagar,1000.0,2,70.65,2,8
5890,Nagavarapalya,907.0,2,38.0,2,184
5891,Ulsoor,3500.0,4,138.0,4,229
5892,Varthur,1395.0,2,79.0,3,231
5893,others,1180.0,2,50.0,2,245
5894,Banaswadi,1903.0,6,140.0,5,35
5895,Electronic City,1175.0,2,47.0,2,79
5896,others,1272.0,2,51.5,2,245
5897,others,1490.0,2,92.0,3,245
5898,Yeshwanthpur,1144.0,2,67.0,2,244
5899,others,2400.0,5,140.0,4,245
5900,Hormavu,1143.0,2,53.0,2,107
5901,Karuna Nagar,2500.0,3,190.0,3,138
5902,others,1044.0,2,60.0,2,245
5903,Prithvi Layout,1352.0,3,93.0,2,195
5904,Hennur Road,1552.0,3,75.0,3,103
5905,Bellandur,1785.0,3,120.0,3,44
5906,Pai Layout,810.0,2,34.5,2,191
5907,Banashankari Stage V,1650.0,3,51.98,3,33
5908,others,1595.0,3,70.39,3,245
5909,Whitefield,1060.0,2,35.0,2,239
5910,Babusapalaya,1410.0,2,65.0,3,28
5911,Nagarbhavi,1523.0,2,56.0,3,181
5912,Kanakpura Road,1591.0,3,122.0,3,136
5913,others,1640.0,3,84.0,3,245
5914,Yelahanka New Town,450.0,1,16.0,1,242
5915,Bannerghatta Road,1305.0,2,60.0,3,38
5916,Yelahanka,1590.0,3,54.0,3,241
5917,Kaggadasapura,1240.0,2,45.0,2,126
5918,others,1200.0,2,54.0,2,245
5919,Dodda Nekkundi,1100.0,2,41.16,2,71
5920,Koramangala,1180.0,2,128.0,2,153
5921,Channasandra,1310.0,2,45.0,3,60
5922,Yelahanka,26136.0,1,150.0,1,241
5923,others,959.0,2,42.5,2,245
5924,Yelahanka,1390.0,2,70.21,2,241
5925,Hulimavu,1576.0,2,46.0,2,112
5926,Kenchenahalli,1280.0,2,69.0,3,143
5927,Kasturi Nagar,1000.0,2,58.0,2,140
5928,Marathahalli,1196.0,2,57.9,2,170
5929,Sarjapur  Road,1220.0,3,57.0,3,208
5930,Ambalipura,950.0,2,31.95,2,14
5931,others,1141.0,2,55.0,2,245
5932,5th Phase JP Nagar,1200.0,2,51.0,2,6
5933,Kasavanhalli,1380.0,2,55.0,3,139
5934,Doddathoguru,855.0,2,32.0,2,74
5935,Chandapura,922.0,2,36.0,2,59
5936,Nagappa Reddy Layout,1200.0,2,43.2,2,180
5937,7th Phase JP Nagar,1070.0,2,42.0,2,8
5938,others,1293.0,2,75.0,2,245
5939,R.T. Nagar,1380.0,2,50.0,3,196
5940,Yelahanka New Town,1599.0,3,80.0,3,242
5941,Nehru Nagar,967.0,2,41.1,2,186
5942,others,1885.0,3,90.0,3,245
5943,1st Block Koramangala,860.0,2,65.5,2,2
5944,Yelahanka,1075.0,1,19.5,1,241
5945,Sarjapur  Road,1050.0,2,63.5,2,208
5946,Marathahalli,1595.0,3,88.0,3,170
5947,Sarjapur  Road,1350.0,2,102.0,2,208
5948,Hebbal,1204.0,2,45.0,2,99
5949,Sarjapur  Road,2990.0,4,240.0,4,208
5950,Sarjapur  Road,1035.0,2,49.0,2,208
5951,ITPL,1000.0,2,29.95,2,114
5952,Sarjapur  Road,1457.0,3,85.0,3,208
5953,Bannerghatta,1100.0,2,66.0,2,37
5954,Whitefield,1655.0,3,120.0,3,239
5955,Kanakpura Road,1691.2,3,115.0,3,136
5956,Ramagondanahalli,1215.0,2,46.1,2,201
5957,Kanakpura Road,1155.0,2,50.125,2,136
5958,Hoodi,1639.0,3,129.0,3,104
5959,Sarjapur  Road,1685.0,3,135.0,3,208
5960,Hormavu,1100.0,2,38.0,2,107
5961,Marathahalli,2122.0,3,125.0,3,170
5962,Vasanthapura,1050.0,2,47.0,2,233
5963,Kengeri,1230.0,2,45.0,2,144
5964,5th Phase JP Nagar,1240.0,3,60.0,3,6
5965,Electronic City Phase II,1252.0,2,65.0,3,80
5966,others,1374.0,2,88.0,3,245
5967,8th Phase JP Nagar,500.0,1,30.0,1,9
5968,Banashankari,1040.0,2,45.0,2,30
5969,Sarjapur  Road,1350.0,2,68.0,2,208
5970,Hennur,2400.0,3,135.0,3,102
5971,Haralur Road,1560.0,3,90.0,3,97
5972,Anandapura,1151.0,2,43.16,2,17
5973,Uttarahalli,1360.0,2,47.59,3,230
5974,others,1250.0,2,60.0,2,245
5975,Chandapura,1110.0,2,29.97,3,59
5976,Hennur Road,1015.0,2,50.0,2,103
5977,Kadugodi,1351.0,2,78.0,3,125
5978,Yelahanka New Town,960.0,2,50.0,2,242
5979,others,1110.0,2,52.0,2,245
5980,R.T. Nagar,1680.0,3,72.0,3,196
5981,Arekere,2400.0,3,180.0,3,22
5982,others,1350.0,3,48.6,3,245
5983,Horamavu Banaswadi,1254.0,2,47.0,2,106
5984,Haralur Road,1255.0,3,115.0,3,97
5985,CV Raman Nagar,1051.0,2,61.0,2,57
5986,Uttarahalli,1099.0,2,65.0,2,230
5987,Hebbal,2650.0,4,199.0,3,99
5988,others,2000.0,2,160.0,4,245
5989,Yeshwanthpur,1541.0,2,130.0,2,244
5990,Whitefield,1125.0,2,45.0,2,239
5991,Vittasandra,1650.0,3,85.0,3,238
5992,others,834.0,1,62.0,1,245
5993,Gollarapalya Hosahalli,1320.0,3,60.0,3,87
5994,Mysore Road,1500.0,3,74.0,3,176
5995,Kanakpura Road,1576.0,1,125.0,1,136
5996,others,600.0,1,52.0,1,245
5997,Whitefield,1180.0,2,70.0,2,239
5998,Kadugodi,1010.0,2,50.0,2,125
5999,Channasandra,1070.0,2,38.0,2,60
6000,Choodasandra,1580.0,3,105.0,3,64
6001,Green Glen Layout,2000.0,3,165.0,3,89
6002,Sanjay nagar,1200.0,2,76.0,3,205
6003,Kalena Agrahara,1040.0,2,45.0,2,129
6004,Hulimavu,1430.0,2,90.0,3,112
6005,Domlur,650.0,1,70.0,1,76
6006,Thanisandra,1564.0,3,105.0,3,223
6007,Hormavu,750.0,2,58.0,2,107
6008,Kasavanhalli,1200.0,2,60.0,2,139
6009,Begur Road,1200.0,2,44.4,2,43
6010,others,2000.0,4,135.0,4,245
6011,others,2750.0,3,260.0,3,245
6012,Yelahanka,1650.0,3,105.0,3,241
6013,Yelahanka,1200.0,2,55.0,2,241
6014,Kengeri Satellite Town,985.0,2,42.0,2,145
6015,Ramagondanahalli,1475.0,2,63.0,3,201
6016,Sarjapur  Road,1157.0,2,53.99,3,208
6017,others,900.0,2,35.0,2,245
6018,Gottigere,2500.0,3,120.0,4,88
6019,GM Palaya,1030.0,2,60.0,2,83
6020,others,1000.0,2,46.0,2,245
6021,Sarjapur  Road,3800.0,3,325.0,4,208
6022,Kasavanhalli,4260.0,4,333.0,4,139
6023,Brookefield,1950.0,6,175.0,5,55
6024,Kudlu,1570.0,2,65.94,3,156
6025,Kanakapura,1283.0,2,68.0,2,135
6026,others,1200.0,2,52.0,2,245
6027,Konanakunte,2400.0,2,180.0,3,152
6028,Yelahanka,990.0,2,37.62,2,241
6029,others,1280.0,2,90.0,2,245
6030,others,1190.0,2,55.0,2,245
6031,Yelachenahalli,1100.0,2,60.0,2,240
6032,others,2075.0,3,175.0,3,245
6033,Harlur,1133.0,2,55.0,2,98
6034,Somasundara Palya,2400.0,3,140.0,4,216
6035,Whitefield,1280.0,2,69.0,2,239
6036,Horamavu Agara,1250.0,3,65.0,3,105
6037,Begur Road,1565.0,2,49.3,3,43
6038,others,1900.0,3,65.0,3,245
6039,Munnekollal,1080.0,2,45.0,2,174
6040,Battarahalli,600.0,1,47.0,1,41
6041,HRBR Layout,1335.0,2,87.0,3,95
6042,JP Nagar,3496.5,2,237.5,3,117
6043,Sarjapur  Road,1385.0,3,55.0,3,208
6044,others,1578.0,3,73.9,3,245
6045,Sarjapur  Road,1700.0,3,79.9,3,208
6046,Vidyaranyapura,1120.0,2,70.0,2,234
6047,Electronic City,435.0,1,22.0,1,79
6048,Magadi Road,1116.0,2,51.89,2,164
6049,Old Madras Road,1480.0,3,95.0,3,189
6050,Hormavu,1000.0,2,50.0,2,107
6051,HSR Layout,1145.0,2,46.0,2,96
6052,Bommasandra,800.0,1,32.0,2,52
6053,Thanisandra,1265.0,2,83.0,2,223
6054,Devanahalli,1700.0,3,88.2,3,70
6055,others,1475.0,2,70.0,2,245
6056,BTM 2nd Stage,1265.0,2,55.0,2,26
6057,1st Phase JP Nagar,2180.0,3,210.0,3,3
6058,Brookefield,1080.0,2,50.0,2,55
6059,Whitefield,2023.0,4,130.0,3,239
6060,others,2400.0,2,125.0,2,245
6061,Kadubeesanahalli,1545.0,2,66.0,3,124
6062,Kalena Agrahara,1804.0,3,166.0,3,129
6063,6th Phase JP Nagar,1350.0,2,58.0,3,7
6064,Hoodi,1108.0,2,74.23,2,104
6065,Marathahalli,1730.0,3,115.0,3,170
6066,others,1427.0,2,70.0,3,245
6067,Yelahanka,935.0,2,35.53,2,241
6068,Sarjapura - Attibele Road,1073.0,2,31.77,2,209
6069,Ananth Nagar,960.0,2,37.0,2,18
6070,Thigalarapalya,2215.0,4,150.0,3,224
6071,Electronic City Phase II,1125.0,2,32.49,2,80
6072,Brookefield,1230.0,2,55.0,2,55
6073,Mahadevpura,1438.0,2,89.0,2,165
6074,7th Phase JP Nagar,1080.0,2,75.0,2,8
6075,Hebbal Kempapura,1200.0,3,125.0,3,100
6076,Marathahalli,1200.0,1,103.0,2,170
6077,Uttarahalli,1590.0,3,58.0,3,230
6078,others,1350.0,3,68.0,3,245
6079,Raja Rajeshwari Nagar,1400.0,2,48.0,3,198
6080,Kaggadasapura,1560.0,2,72.0,3,126
6081,Mallasandra,1810.0,3,57.0,4,167
6082,others,2274.24,4,160.0,3,245
6083,Sonnenahalli,1484.0,3,74.18,3,218
6084,others,1455.0,2,55.0,3,245
6085,Thanisandra,2280.0,4,184.0,3,223
6086,Frazer Town,2079.0,3,220.0,3,82
6087,Bharathi Nagar,1351.0,2,74.0,2,46
6088,Kanakpura Road,1223.0,2,42.81,3,136
6089,KR Puram,1430.0,2,61.0,3,123
6090,Sarjapur  Road,984.0,2,55.0,2,208
6091,Jalahalli,1770.0,3,100.0,3,119
6092,Margondanahalli,1140.0,2,60.0,2,171
6093,Bommanahalli,1170.0,2,34.0,2,51
6094,others,1570.0,3,80.0,3,245
6095,Nagappa Reddy Layout,1495.0,2,65.0,3,180
6096,Hoodi,1530.0,2,67.0,3,104
6097,Gunjur,1800.0,3,70.0,3,91
6098,Bellandur,1088.0,2,48.0,2,44
6099,Hosa Road,1533.0,3,98.18,3,108
6100,Rachenahalli,1100.0,2,68.0,2,197
6101,Thubarahalli,1540.0,3,90.0,3,225
6102,Hebbal,1244.0,3,48.0,2,99
6103,Hosa Road,1040.0,2,68.59,2,108
6104,Begur Road,1260.0,2,39.69,2,43
6105,Thigalarapalya,1245.0,2,100.0,2,224
6106,others,1350.0,3,75.0,3,245
6107,others,470.0,2,10.0,1,245
6108,Vijayanagar,920.0,2,60.0,2,235
6109,others,2300.0,7,160.0,6,245
6110,Sarjapur,1124.0,2,30.35,2,207
6111,Yelahanka New Town,2095.0,3,109.0,4,242
6112,Begur Road,1100.0,2,71.42,2,43
6113,Vijayanagar,1019.0,2,58.0,2,235
6114,Harlur,1756.0,3,128.0,3,98
6115,Bommasandra,1280.0,3,50.0,3,52
6116,Kenchenahalli,1200.0,3,125.0,4,143
6117,Indira Nagar,1700.0,3,150.0,3,116
6118,Whitefield,2134.0,4,118.0,3,239
6119,Hosa Road,1369.1,2,98.0,2,108
6120,others,2515.0,4,155.0,3,245
6121,Thigalarapalya,2215.0,4,154.0,3,224
6122,others,1440.0,3,72.0,3,245
6123,Hennur Road,1186.0,2,55.33,3,103
6124,Hebbal,1800.0,3,140.0,3,99
6125,Kudlu,1600.0,3,79.0,3,156
6126,GM Palaya,1000.0,2,35.0,2,83
6127,Binny Pete,1740.0,3,150.0,3,49
6128,Malleshwaram,900.0,2,90.0,2,169
6129,Benson Town,1567.0,3,140.0,2,45
6130,Kambipura,1082.0,2,45.5,3,132
6131,Nagarbhavi,1050.0,2,80.0,2,181
6132,others,1200.0,2,56.0,2,245
6133,Begur,3500.0,4,185.0,3,42
6134,Dasarahalli,1220.0,2,52.0,2,69
6135,Binny Pete,1970.0,3,164.0,3,49
6136,Kanakapura,2130.0,4,120.0,4,135
6137,Harlur,1749.0,3,120.0,3,98
6138,Subramanyapura,1260.0,2,108.0,2,219
6139,Doddaballapur,1576.0,2,48.0,3,72
6140,6th Phase JP Nagar,1170.0,2,120.0,2,7
6141,others,1670.0,3,75.0,3,245
